Z,D,Y,M,Q
1,0,1,0,43.0
1,0,1,0,33.0
1,1,0,1,73.0
1,0,1,0,9.0
1,0,1,1,32.0
1,1,0,1,202.0
1,1,0,0,1.0
1,1,1,0,
1,0,0,0,48.0
1,0,1,0,3.0
1,1,1,0,
1,1,1,0,37.0
0,0,0,0,87.0
1,0,1,0,260.0
1,0,1,0,322.0
1,0,1,0,44.0
1,0,1,0,16.0
1,0,1,1,
1,0,1,0,4.0
1,1,1,1,
0,0,1,0,10.0
1,0,1,0,
0,1,1,1,48.0
1,0,1,0,193.0
1,1,1,0,12.0
1,0,1,1,70.0
1,1,0,0,54.0
1,0,0,0,213.0
1,0,1,0,12.0
1,0,0,0,43.0
1,0,1,0,73.0
1,0,1,0,363.0
0,1,1,0,
1,0,1,0,19.0
1,1,1,0,5.0
1,0,0,0,38.0
1,1,1,1,6.0
1,0,0,0,12.0
1,0,1,0,
1,1,1,0,
1,0,1,0,
1,0,1,0,180.0
1,0,0,0,
1,0,0,1,80.0
1,0,1,0,73.0
1,0,1,0,10.0
1,1,0,0,12.0
1,0,0,1,42.0
1,0,1,0,588.0
1,1,1,0,4.0
1,1,1,0,25.0
1,1,1,0,24.0
1,0,1,0,
1,0,1,0,18.0
0,0,1,0,25.0
1,0,1,0,119.0
1,0,0,1,49.0
1,0,1,0,17.0
1,1,1,0,58.0
1,0,0,0,128.0
1,0,1,0,98.0
1,0,1,0,
1,1,1,1,22.0
1,0,1,0,15.0
1,1,1,0,9.0
1,1,0,0,19.0
0,0,1,0,
1,0,0,0,
1,0,0,0,
1,0,1,1,19.0
1,0,0,0,234.0
1,0,0,0,20.0
1,0,1,0,16.0
1,0,0,0,331.0
1,0,0,0,
1,1,1,0,37.0
1,1,1,0,
1,0,1,1,
1,1,0,0,97.0
1,0,0,0,53.0
1,0,1,1,
1,0,1,0,
1,0,1,0,14.0
1,1,1,1,7.0
1,0,1,1,49.0
1,0,1,0,19.0
1,1,1,0,23.0
1,1,0,1,8.0
1,1,1,0,7.0
1,0,1,0,560.0
1,1,1,0,3.0
1,1,1,1,13.0
1,0,0,0,21.0
1,1,1,0,311.0
1,0,1,1,
1,1,1,0,7.0
1,0,0,0,610.0
1,0,1,0,1.0
1,0,0,0,2.0
1,0,0,0,
1,0,1,0,
1,1,0,0,77.0
1,0,1,0,
1,0,1,0,6.0
1,0,0,1,8.0
1,1,0,1,21.0
1,0,0,0,
1,0,0,1,35.0
1,0,1,0,21.0
1,0,0,0,231.0
1,0,1,1,54.0
1,0,0,1,
1,0,1,1,55.0
0,0,1,1,43.0
1,1,1,1,17.0
1,0,1,0,6.0
0,0,1,0,20.0
1,0,1,0,77.0
1,0,1,1,
1,1,0,0,9.0
1,0,1,0,
1,0,0,0,
1,0,1,0,32.0
1,0,1,0,
1,1,1,0,68.0
1,1,0,0,1.0
1,0,1,0,
1,0,0,1,
1,0,1,0,306.0
1,0,1,0,7.0
1,0,1,0,85.0
1,0,1,0,
1,0,1,0,
1,0,1,0,4.0
1,0,0,0,203.0
1,0,1,0,219.0
1,0,1,0,
1,0,1,1,
1,0,0,0,
1,1,1,0,2.0
1,1,1,0,1.0
1,0,1,0,80.0
1,0,0,1,
1,1,1,1,10.0
1,0,1,1,212.0
1,0,1,1,103.0
1,0,1,0,79.0
1,0,0,1,198.0
1,0,0,0,189.0
1,1,0,0,42.0
1,0,0,1,63.0
1,0,1,1,
1,0,1,1,
1,0,0,0,
1,0,1,0,
1,0,0,0,86.0
1,1,0,1,23.0
1,1,0,1,31.0
1,0,1,1,
1,1,0,1,188.0
1,1,1,0,
1,1,1,0,
0,0,1,0,23.0
1,0,1,1,24.0
1,1,1,0,3.0
1,0,1,1,578.0
0,0,1,1,163.0
1,0,1,0,6.0
1,0,1,1,99.0
1,0,0,0,
1,0,0,0,23.0
1,1,1,0,15.0
1,1,1,0,7.0
1,0,1,0,16.0
1,1,0,0,55.0
1,1,1,0,1.0
1,1,1,0,86.0
1,1,1,0,15.0
1,1,0,0,
1,0,0,0,
1,0,0,1,49.0
1,1,1,0,
1,1,1,1,2.0
1,0,1,0,
1,0,1,0,72.0
1,0,0,0,103.0
1,0,1,0,
1,1,1,1,
1,1,0,0,26.0
1,0,1,0,40.0
1,1,0,1,3.0
1,0,0,1,
0,0,1,1,13.0
1,1,1,1,99.0
1,0,1,0,
0,0,1,0,95.0
1,0,1,0,68.0
1,0,1,1,215.0
1,0,1,1,113.0
1,0,1,0,76.0
1,0,0,1,
1,0,1,1,
1,0,0,0,356.0
1,1,1,0,35.0
1,1,1,0,4.0
0,1,1,0,8.0
1,0,1,0,
1,0,1,1,1.0
1,1,0,0,39.0
0,1,1,0,
1,0,1,0,7.0
1,0,1,1,85.0
1,1,1,1,8.0
1,0,1,1,370.0
1,0,1,0,
1,1,1,0,76.0
1,0,1,1,
1,1,1,1,2.0
1,1,1,0,54.0
1,1,0,0,112.0
1,0,1,0,8.0
1,1,0,0,14.0
1,1,0,0,70.0
1,1,0,0,6.0
1,1,0,0,2.0
1,1,0,0,3.0
1,0,1,0,
1,0,1,1,
1,0,0,0,
1,0,0,0,90.0
1,0,1,0,
1,0,0,0,105.0
1,0,1,0,
1,0,1,0,167.0
1,0,1,1,27.0
1,1,0,0,77.0
1,0,1,0,197.0
1,0,0,0,89.0
1,1,1,0,1.0
1,0,1,0,63.0
1,1,1,0,
1,0,1,0,
1,0,1,0,
1,1,1,1,
1,0,0,1,6.0
0,0,1,0,29.0
1,1,0,0,20.0
1,0,0,0,
1,0,1,0,
1,0,0,0,
1,0,0,0,15.0
1,1,0,0,89.0
1,0,0,0,174.0
1,0,1,0,
0,0,0,0,249.0
1,0,1,1,221.0
1,0,1,1,
1,0,1,0,18.0
1,0,0,0,
1,1,1,0,9.0
1,0,1,0,286.0
1,1,0,0,17.0
1,0,1,0,7.0
1,0,1,1,167.0
1,0,0,0,
1,1,1,0,8.0
1,0,1,1,34.0
1,0,1,0,
1,0,0,0,
1,0,1,0,
1,1,0,0,6.0
1,0,1,0,129.0
1,0,0,1,
1,0,1,0,
1,0,1,0,
0,1,1,1,3.0
1,1,1,1,
1,0,1,1,96.0
1,0,0,1,
1,0,1,0,
1,0,1,1,
1,0,1,0,
1,1,1,0,60.0
1,0,1,0,
1,0,1,0,
1,1,1,0,48.0
1,0,1,0,23.0
1,0,0,1,266.0
1,0,0,0,
1,0,0,0,191.0
1,0,1,1,14.0
0,0,1,1,28.0
1,0,1,0,12.0
1,0,1,0,10.0
1,0,1,0,284.0
1,0,1,0,78.0
1,0,1,0,27.0
1,0,0,0,81.0
1,0,1,0,66.0
1,0,1,0,95.0
1,0,0,1,3.0
1,0,1,0,209.0
1,1,1,0,68.0
1,0,0,0,
1,0,0,0,3.0
1,0,1,1,51.0
1,1,0,0,2.0
1,0,1,0,
1,1,0,0,
1,0,0,0,96.0
1,0,1,0,9.0
1,1,1,0,2.0
1,0,0,0,
1,0,0,1,
1,0,0,0,
1,1,0,0,32.0
1,0,1,0,166.0
1,0,0,0,82.0
0,1,0,0,465.0
1,1,1,0,5.0
1,0,1,1,
1,1,1,0,268.0
1,1,1,0,66.0
1,1,1,0,57.0
1,0,1,0,118.0
1,1,1,0,3.0
1,1,1,0,83.0
1,0,1,1,
1,0,0,0,4.0
1,0,1,1,
1,1,1,0,
1,0,1,1,593.0
1,1,1,0,7.0
1,1,0,0,8.0
1,0,1,0,
1,0,1,0,16.0
1,0,0,0,9.0
1,0,0,0,192.0
1,0,1,0,
1,0,1,1,31.0
1,0,0,1,3.0
1,0,1,1,
1,1,1,0,30.0
1,0,1,1,
1,1,1,1,
1,0,0,0,
1,0,1,1,57.0
1,0,1,0,7.0
1,1,1,1,21.0
1,1,1,0,78.0
1,1,1,0,22.0
1,0,1,0,19.0
0,1,1,1,
1,0,0,0,133.0
1,0,0,1,26.0
1,0,1,1,51.0
1,0,0,0,214.0
1,0,0,0,65.0
1,0,1,1,380.0
0,0,0,0,73.0
1,0,0,0,50.0
1,1,0,0,12.0
1,0,1,0,11.0
1,0,1,1,13.0
0,0,1,0,9.0
1,0,1,0,18.0
1,0,1,0,38.0
1,1,1,0,270.0
1,0,1,0,34.0
1,0,1,0,2.0
1,1,1,1,32.0
1,1,1,0,45.0
1,0,0,0,5.0
0,0,1,1,
1,1,0,0,
1,1,1,0,29.0
1,0,1,0,38.0
1,0,1,1,23.0
1,0,0,0,
1,0,1,0,30.0
1,0,1,0,101.0
1,0,0,1,10.0
1,0,1,0,6.0
1,0,0,0,237.0
1,0,0,1,9.0
1,0,1,1,126.0
1,0,0,0,8.0
1,1,1,1,1.0
1,0,0,0,62.0
1,0,1,0,30.0
1,1,1,0,66.0
1,1,0,0,22.0
1,0,1,0,44.0
1,0,1,1,
1,1,1,1,
1,0,1,1,15.0
1,0,1,1,
1,0,0,1,406.0
1,0,1,1,83.0
1,0,0,1,14.0
1,0,1,0,215.0
1,0,0,0,8.0
1,1,0,1,22.0
1,1,1,0,10.0
1,0,1,1,
1,0,1,1,
1,0,1,0,67.0
1,0,1,0,24.0
1,0,1,0,65.0
1,0,1,0,1.0
1,1,0,1,78.0
1,0,1,1,36.0
1,0,1,1,
1,1,1,1,11.0
1,0,0,0,
1,1,0,0,89.0
1,1,0,0,67.0
1,1,1,0,89.0
1,0,1,0,1.0
1,0,1,0,
1,0,1,0,209.0
1,0,0,0,89.0
1,0,1,0,
1,1,1,0,47.0
1,1,1,0,72.0
1,1,1,0,60.0
1,0,0,0,7.0
1,0,0,1,2.0
1,0,1,0,36.0
1,0,1,1,2.0
1,1,1,0,
1,1,1,0,83.0
1,0,0,0,21.0
1,0,1,0,
1,0,0,0,6.0
1,1,1,0,5.0
1,0,0,0,86.0
1,0,0,0,93.0
1,0,1,1,2.0
1,0,1,0,36.0
1,0,1,1,58.0
1,1,0,0,5.0
1,1,1,1,10.0
1,0,0,1,
1,1,1,0,44.0
1,1,1,0,26.0
1,1,1,1,
1,1,1,1,
1,1,0,0,34.0
1,0,1,1,8.0
1,1,1,1,
1,0,1,0,
1,1,1,0,11.0
1,0,1,1,67.0
1,1,1,1,
1,0,1,0,105.0
1,0,0,0,
1,0,1,0,382.0
1,0,1,0,86.0
1,0,0,0,
1,0,1,0,17.0
1,0,0,1,133.0
1,0,1,0,
1,0,1,0,30.0
1,0,1,0,
1,0,1,0,8.0
1,1,1,0,89.0
1,1,1,0,24.0
1,1,1,0,44.0
1,0,0,1,209.0
1,1,1,0,1.0
1,0,1,0,13.0
1,0,1,1,4.0
1,0,1,0,20.0
1,0,1,1,
1,1,1,1,
1,1,1,1,
1,0,1,1,
1,0,1,0,11.0
1,0,0,0,54.0
1,0,1,0,48.0
1,0,1,0,
1,0,1,0,61.0
1,0,1,0,418.0
1,0,0,0,86.0
1,0,1,0,
1,1,1,0,127.0
1,0,1,0,41.0
1,0,1,0,63.0
1,1,1,0,10.0
1,0,0,0,
1,0,0,0,13.0
1,0,1,1,
1,0,1,0,88.0
1,0,1,0,
1,1,0,1,5.0
1,1,1,1,33.0
1,0,0,0,
1,0,1,1,
1,0,0,0,
1,1,1,1,11.0
1,0,0,0,476.0
1,0,0,1,8.0
0,0,0,1,8.0
1,1,0,0,
1,0,1,0,5.0
1,0,1,0,1.0
1,1,0,0,20.0
1,0,0,0,
1,0,0,1,
1,0,1,0,12.0
1,0,1,0,
1,0,1,0,
1,1,1,1,12.0
1,0,0,0,9.0
1,1,1,0,1.0
0,1,1,1,54.0
1,0,1,0,
1,0,1,0,224.0
1,0,1,0,6.0
1,0,1,1,32.0
1,0,1,0,
1,1,1,0,38.0
1,1,0,0,
1,0,1,0,
1,0,1,1,43.0
1,0,0,0,58.0
1,0,1,0,2.0
1,0,0,1,72.0
1,0,1,0,27.0
0,0,1,0,220.0
1,0,1,0,
1,0,1,0,
1,1,1,0,131.0
1,0,0,0,182.0
1,0,0,1,
1,0,1,0,109.0
1,0,0,0,
1,1,1,1,35.0
1,0,1,0,
1,0,1,0,
1,1,0,1,16.0
0,0,0,0,
1,1,0,0,2.0
1,0,1,0,106.0
1,0,0,1,25.0
1,0,1,0,
1,0,1,0,
1,0,1,1,5.0
1,0,1,0,151.0
1,0,1,0,80.0
1,1,1,0,
1,0,1,0,
1,1,1,1,
1,1,0,0,93.0
1,0,1,0,
0,0,1,0,27.0
1,0,1,0,251.0
1,1,0,0,8.0
1,0,1,1,271.0
1,0,0,0,
0,0,0,0,276.0
1,0,0,1,2.0
1,0,0,0,211.0
1,0,1,0,
1,0,1,0,
1,0,1,1,64.0
1,0,0,0,
1,0,1,0,173.0
1,0,1,0,
1,1,1,0,7.0
1,0,1,0,103.0
1,0,1,1,
1,1,1,1,72.0
1,0,0,0,17.0
1,0,1,0,
1,0,0,1,27.0
1,0,1,1,
1,0,1,1,20.0
1,1,1,1,3.0
1,1,1,0,
1,0,1,0,
1,0,0,0,5.0
1,0,1,0,7.0
1,1,1,0,
1,0,0,1,80.0
1,0,1,0,7.0
1,0,1,0,
1,1,1,0,20.0
1,0,0,1,5.0
1,1,1,0,5.0
1,1,1,0,65.0
1,0,0,0,26.0
1,0,1,0,
1,0,1,0,
1,1,1,1,12.0
1,0,1,0,
1,0,0,1,54.0
1,1,0,0,
1,1,1,1,1.0
1,0,1,1,
1,0,1,0,589.0
1,1,1,0,181.0
0,0,1,0,171.0
1,0,1,1,
1,0,1,0,7.0
1,0,0,0,65.0
1,1,1,0,1.0
1,0,1,1,
1,1,1,1,52.0
1,1,1,0,75.0
1,1,1,0,60.0
1,0,1,0,38.0
1,0,1,1,86.0
1,1,1,0,2.0
1,0,1,1,
1,0,1,0,
1,0,0,0,65.0
1,1,1,0,13.0
1,1,1,0,23.0
1,1,1,1,78.0
1,0,1,0,58.0
1,0,0,1,268.0
1,0,0,1,
1,0,1,1,13.0
1,1,1,0,2.0
1,0,1,0,5.0
1,0,1,0,
1,0,1,0,74.0
1,0,0,0,442.0
1,0,1,1,
1,0,1,0,
1,1,1,0,22.0
1,1,1,1,
1,0,1,0,
1,0,1,0,
1,0,0,0,9.0
1,0,1,0,
1,1,1,0,27.0
1,0,1,0,
1,0,1,0,
1,0,1,0,34.0
1,0,1,1,79.0
1,1,1,0,85.0
1,0,0,0,136.0
1,1,1,0,45.0
1,0,1,1,
1,0,1,1,10.0
1,0,1,0,113.0
1,1,0,0,13.0
1,1,0,0,15.0
1,0,1,0,
1,1,1,0,3.0
1,1,1,0,1.0
0,0,1,1,1.0
1,0,1,0,52.0
1,0,0,0,
1,0,1,0,
1,0,1,0,237.0
1,0,1,0,13.0
1,0,0,0,84.0
1,0,1,1,9.0
1,0,0,0,17.0
1,1,1,0,14.0
1,0,1,0,
1,0,1,0,
1,1,0,0,39.0
1,0,1,0,70.0
0,0,0,0,95.0
1,0,0,0,
1,1,0,0,
1,0,1,0,48.0
0,0,0,0,104.0
1,0,1,0,
1,0,0,0,17.0
1,1,0,1,9.0
1,1,1,0,146.0
1,0,1,0,
1,1,1,0,14.0
1,1,1,0,3.0
0,0,1,1,
1,0,1,0,26.0
0,0,1,0,1.0
1,0,0,0,681.0
1,0,0,1,63.0
1,0,0,1,76.0
1,0,0,0,
0,0,1,0,
1,1,0,0,22.0
1,0,1,1,673.0
1,0,1,0,
0,0,1,0,66.0
1,0,0,0,
1,1,1,0,6.0
1,0,1,0,
1,1,0,0,5.0
1,1,1,0,42.0
1,0,1,0,3.0
1,0,1,1,
1,1,1,0,19.0
1,1,1,1,33.0
1,0,1,1,
1,0,0,1,86.0
1,0,0,0,8.0
1,1,0,1,7.0
1,0,0,0,
1,0,1,1,
1,0,1,0,
1,0,1,0,19.0
1,0,0,0,25.0
0,0,1,0,12.0
1,0,1,0,30.0
1,0,1,1,50.0
1,0,1,1,68.0
1,0,0,1,65.0
1,1,1,1,
1,1,1,0,10.0
1,0,1,0,272.0
0,0,1,0,4.0
1,1,0,1,
1,1,0,0,22.0
1,1,0,0,4.0
1,0,1,1,
0,0,0,0,30.0
1,0,1,0,88.0
1,0,1,0,328.0
1,1,1,0,1.0
1,0,1,0,53.0
1,0,1,0,352.0
1,1,1,0,18.0
1,1,1,1,1.0
1,0,1,1,27.0
1,1,1,0,219.0
1,1,1,0,54.0
1,0,0,0,309.0
1,1,1,0,26.0
1,0,0,0,20.0
1,1,1,0,21.0
1,0,1,1,
1,0,0,0,50.0
1,0,0,0,
0,0,1,0,1.0
1,0,1,0,
1,1,0,0,142.0
1,1,1,1,3.0
1,0,1,0,1.0
1,0,1,1,
1,0,0,0,
1,1,1,0,1.0
1,0,1,0,108.0
1,1,1,1,6.0
1,1,1,0,24.0
1,1,1,0,52.0
1,1,1,1,106.0
1,0,1,0,10.0
1,0,1,1,31.0
1,1,0,0,8.0
0,0,1,1,108.0
1,0,1,1,68.0
1,0,0,0,
1,1,1,0,4.0
0,0,0,0,
1,0,1,0,225.0
1,0,1,0,92.0
1,1,1,0,41.0
1,0,0,1,24.0
1,1,1,1,
1,0,1,1,
1,0,1,1,83.0
1,0,1,1,52.0
1,1,1,0,9.0
1,0,1,1,
1,0,1,0,
0,0,1,1,
1,1,1,0,1.0
1,1,1,1,61.0
1,0,1,0,3.0
1,0,0,0,
1,0,1,0,49.0
1,1,1,1,
1,0,0,0,8.0
1,0,1,1,57.0
1,0,0,0,46.0
1,0,0,1,
1,1,1,0,20.0
1,1,1,0,4.0
1,1,1,0,
1,0,1,0,
1,1,1,0,31.0
1,1,0,0,83.0
1,1,1,0,1.0
1,0,0,0,303.0
1,0,1,1,236.0
1,0,1,0,
1,0,1,0,225.0
1,0,1,0,9.0
1,0,1,1,38.0
1,0,1,0,
1,1,1,0,58.0
1,0,1,1,38.0
1,1,0,0,
1,0,1,0,
1,0,0,0,359.0
1,0,1,0,26.0
1,0,0,0,32.0
1,1,0,1,319.0
1,0,1,0,59.0
1,1,0,0,
1,1,0,0,28.0
0,0,1,0,80.0
1,1,1,0,
1,1,1,1,50.0
1,1,0,1,62.0
1,0,0,0,
1,1,1,1,16.0
0,1,1,0,112.0
1,1,1,1,
1,0,1,0,12.0
1,1,1,0,25.0
1,0,1,0,
1,0,1,1,
1,1,1,0,
1,1,1,0,15.0
1,0,1,0,
1,1,1,0,66.0
1,1,1,0,5.0
1,0,1,0,10.0
1,1,1,0,
1,1,1,0,9.0
1,0,1,0,18.0
1,1,1,0,108.0
1,1,1,0,73.0
0,0,1,0,97.0
1,0,1,0,
1,0,1,0,
1,1,1,0,26.0
0,0,1,0,
1,1,0,0,19.0
1,0,1,0,
1,1,1,0,
1,0,0,0,
1,0,1,0,31.0
1,0,1,0,1.0
1,0,1,1,43.0
1,1,1,0,40.0
1,0,1,0,7.0
1,0,1,0,46.0
1,0,1,0,170.0
1,0,1,0,72.0
1,1,1,0,23.0
1,0,1,0,
1,0,1,0,59.0
1,0,1,1,8.0
1,1,1,1,9.0
0,1,1,1,33.0
1,1,0,0,17.0
1,1,1,0,136.0
1,0,1,0,
1,0,0,0,
1,0,1,0,
1,0,0,0,43.0
1,1,1,0,64.0
1,0,0,0,9.0
0,0,0,0,
1,1,1,0,33.0
1,1,1,1,3.0
1,0,1,0,
1,0,1,0,
1,1,0,0,2.0
1,0,1,0,89.0
0,1,0,0,53.0
1,0,1,1,
1,0,0,0,
1,1,1,1,2.0
1,1,0,1,
1,1,1,1,79.0
1,1,1,0,
1,1,1,1,29.0
1,1,1,0,5.0
1,1,0,1,174.0
1,1,1,0,93.0
1,1,0,0,27.0
1,0,0,1,33.0
1,0,1,0,26.0
1,1,1,0,74.0
1,0,1,0,
1,0,1,1,
1,1,0,1,34.0
1,0,1,0,25.0
1,1,0,0,26.0
1,1,1,0,39.0
1,1,0,1,5.0
1,0,0,1,
1,0,1,0,
1,0,1,1,49.0
1,1,1,1,6.0
1,1,1,1,34.0
1,0,0,0,9.0
1,0,1,0,25.0
1,0,1,1,5.0
1,0,1,0,
1,0,1,1,37.0
1,0,0,0,
1,0,1,0,
1,1,1,1,96.0
1,0,1,1,37.0
1,0,0,0,19.0
0,0,1,0,132.0
1,0,1,1,
1,1,1,0,
0,0,1,0,37.0
1,0,1,1,69.0
0,0,0,0,
1,0,1,1,260.0
1,0,1,1,22.0
1,1,1,0,18.0
1,0,1,0,56.0
1,0,0,0,
1,0,1,1,25.0
1,1,1,0,2.0
1,0,1,0,28.0
1,0,0,0,8.0
1,1,1,0,
0,0,0,0,2.0
1,0,0,1,
1,1,1,0,23.0
1,0,1,0,
1,0,0,1,188.0
1,0,1,0,
1,1,1,0,30.0
1,0,0,1,178.0
1,0,1,0,
1,1,1,0,10.0
1,0,0,0,1.0
1,0,1,0,174.0
1,0,1,1,
1,0,1,0,
1,0,1,0,
1,0,1,1,
1,0,1,0,5.0
1,0,1,0,
1,0,1,0,275.0
1,1,1,1,
1,1,1,0,42.0
1,0,1,0,
1,0,0,0,11.0
1,0,1,0,132.0
1,1,1,1,32.0
1,1,0,0,
1,0,1,1,
1,1,1,0,
1,0,1,0,132.0
1,1,1,1,10.0
1,0,0,0,6.0
1,0,1,1,22.0
1,0,1,1,11.0
1,0,1,0,30.0
1,0,1,0,
1,0,1,0,121.0
1,1,1,1,6.0
0,0,0,1,11.0
1,1,1,0,37.0
1,1,0,1,62.0
1,0,1,0,
1,1,1,0,28.0
1,1,1,1,6.0
1,0,1,0,43.0
1,0,0,0,
1,0,1,0,17.0
1,0,1,0,
1,1,1,0,
1,1,0,0,201.0
1,1,1,0,
1,0,1,0,14.0
1,1,1,0,
1,0,1,0,32.0
1,0,1,0,140.0
1,1,0,0,36.0
1,0,1,0,
1,1,1,0,98.0
1,0,0,1,
1,0,1,1,102.0
1,0,0,0,
1,1,1,0,5.0
1,0,0,0,
1,0,0,0,35.0
1,0,0,0,376.0
1,0,1,0,
1,0,0,0,75.0
1,1,1,0,47.0
1,1,1,1,127.0
1,0,1,0,
1,0,1,1,
1,0,0,0,
1,0,1,0,48.0
1,0,1,0,202.0
1,0,0,0,28.0
1,1,1,1,8.0
1,0,1,0,119.0
1,0,0,0,
1,1,1,0,18.0
1,0,1,1,190.0
1,0,0,0,
1,1,0,1,5.0
1,1,0,1,8.0
1,0,0,0,287.0
1,1,1,0,52.0
1,0,1,0,
0,0,1,0,19.0
1,1,1,0,8.0
1,1,1,0,14.0
1,1,1,0,19.0
1,1,1,0,6.0
1,1,1,0,54.0
1,0,1,0,96.0
1,0,0,0,218.0
1,0,1,1,40.0
1,0,1,0,179.0
1,1,1,1,16.0
1,0,0,0,
1,0,1,0,
1,0,1,1,
1,1,1,0,21.0
1,1,1,0,163.0
1,0,1,0,
1,1,1,0,55.0
1,1,0,1,31.0
1,0,1,1,
1,0,0,1,
1,0,1,0,13.0
1,0,0,0,326.0
1,0,0,1,230.0
1,0,0,0,22.0
1,1,1,0,
1,0,1,0,4.0
0,0,0,0,
1,1,1,1,12.0
1,1,1,0,
1,0,0,0,242.0
1,0,1,0,
1,0,1,0,104.0
1,0,1,0,
1,0,1,0,
1,1,1,0,2.0
1,0,1,1,
1,0,1,1,63.0
1,0,1,0,50.0
1,0,1,0,96.0
1,0,0,0,7.0
1,0,1,0,
1,0,0,1,26.0
1,1,1,1,21.0
1,1,0,0,52.0
1,1,1,0,3.0
1,0,1,0,30.0
1,1,1,0,
1,1,1,0,29.0
1,1,1,0,
1,0,0,0,365.0
1,1,1,0,15.0
1,1,1,0,187.0
1,0,1,1,17.0
1,0,1,0,274.0
1,1,0,0,22.0
1,0,1,0,8.0
1,0,1,0,
1,1,0,0,7.0
1,0,0,0,
1,0,1,1,55.0
1,1,0,0,8.0
1,0,1,0,204.0
0,0,1,0,274.0
0,0,0,0,
0,0,1,0,10.0
1,1,1,0,
1,0,1,0,27.0
1,1,1,0,4.0
1,0,1,0,
1,1,1,0,
1,1,1,0,
1,0,1,0,
1,0,1,0,
1,0,0,0,49.0
1,0,1,0,110.0
0,0,1,0,
1,0,0,0,42.0
1,0,1,1,31.0
1,0,0,0,
1,0,1,0,42.0
1,0,0,0,
1,0,1,0,48.0
1,1,0,0,12.0
1,1,0,1,27.0
1,0,0,0,61.0
1,0,1,1,
1,0,1,1,72.0
1,0,1,0,
1,0,1,1,356.0
1,0,1,0,3.0
1,0,1,0,
1,1,1,0,
1,0,1,0,4.0
1,0,0,0,170.0
1,0,1,0,120.0
1,0,0,0,201.0
1,0,0,1,
1,1,1,0,15.0
1,0,1,0,
1,0,1,0,
1,1,0,0,6.0
1,1,0,1,8.0
0,0,1,1,
0,0,0,0,33.0
0,0,1,0,98.0
1,1,0,1,8.0
1,0,1,0,31.0
1,0,0,0,33.0
1,0,1,0,15.0
1,1,1,0,29.0
1,0,1,0,1.0
1,0,0,0,51.0
1,0,1,1,168.0
1,0,1,0,
1,0,0,0,97.0
1,0,1,1,32.0
1,0,1,1,163.0
1,0,0,0,33.0
1,0,1,1,
1,0,0,0,116.0
1,0,1,1,
0,0,1,0,3.0
1,0,1,0,
1,0,1,0,2.0
1,0,1,1,
1,0,1,0,71.0
1,0,0,0,
1,1,0,0,
1,1,1,0,20.0
1,0,1,1,67.0
0,0,1,0,14.0
1,0,1,0,53.0
0,0,1,0,165.0
1,0,0,1,5.0
1,1,1,0,9.0
1,1,1,1,73.0
1,0,1,0,7.0
1,0,1,0,13.0
1,0,1,0,18.0
1,0,1,1,
1,1,1,0,
1,0,1,0,
1,0,1,0,5.0
1,1,1,0,11.0
0,0,1,0,28.0
1,0,1,0,51.0
1,1,1,0,87.0
1,0,0,1,92.0
1,0,1,0,14.0
1,0,1,1,
1,0,0,1,12.0
1,1,0,0,
1,1,1,0,6.0
1,0,1,1,
1,0,0,0,
1,0,1,0,513.0
1,0,1,1,43.0
1,0,1,1,
1,1,1,0,6.0
1,0,0,1,1.0
1,0,1,1,37.0
1,0,0,1,78.0
1,0,0,0,50.0
1,0,1,0,
1,0,0,1,17.0
1,1,1,0,6.0
1,0,1,0,19.0
1,1,0,0,86.0
1,1,1,0,1.0
1,1,0,0,26.0
1,0,1,0,7.0
1,0,0,0,3.0
1,1,0,0,16.0
1,0,0,0,
1,1,1,1,349.0
1,1,0,0,7.0
1,0,0,1,46.0
1,0,0,0,41.0
1,1,0,0,19.0
1,0,1,0,
1,0,1,0,
1,0,1,0,77.0
1,1,1,0,4.0
1,0,0,0,
1,0,1,0,
1,0,1,0,
1,0,1,0,44.0
1,1,0,0,62.0
1,1,1,0,
1,1,1,0,16.0
1,1,1,0,27.0
1,0,1,1,41.0
1,0,1,0,
1,0,0,0,9.0
1,0,1,1,
1,1,0,0,
1,1,1,0,16.0
1,0,1,0,474.0
1,1,1,1,55.0
1,0,1,0,9.0
0,0,1,0,
1,0,0,0,76.0
1,1,1,0,2.0
1,1,1,0,56.0
1,1,1,0,92.0
1,0,1,0,3.0
1,0,0,0,18.0
1,0,0,1,75.0
1,1,1,0,97.0
1,1,1,0,29.0
0,0,1,1,15.0
1,0,1,1,58.0
1,1,1,1,36.0
1,0,1,0,
1,0,1,0,41.0
0,1,0,0,
1,1,1,0,58.0
0,0,1,0,
1,0,0,0,
0,0,0,0,114.0
1,1,1,0,32.0
1,1,1,1,3.0
1,1,1,1,44.0
1,0,0,1,83.0
1,0,0,0,132.0
1,0,0,0,61.0
1,0,1,1,
1,1,1,1,99.0
1,0,1,0,
1,0,1,1,432.0
1,1,0,0,11.0
1,1,0,0,
1,0,1,0,
1,0,0,1,3.0
1,0,0,0,
1,0,0,0,10.0
1,0,1,1,47.0
1,0,1,0,132.0
1,0,1,0,8.0
1,1,1,0,3.0
1,1,1,1,6.0
1,0,1,0,
1,0,1,0,
1,1,1,0,31.0
1,0,1,1,
1,0,0,0,11.0
1,0,1,1,
1,1,1,0,
1,1,1,0,80.0
0,0,0,0,
1,0,1,1,18.0
1,0,1,0,508.0
1,0,1,1,62.0
